"","GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"76420","G17014709545002",171479545002,"37","3"
"76421","G17014709545003",171479545003,"78","8"
"76422","G17014709545004",171479545004,"45","4"
"76423","G17014709546001",171479546001,"54","5"
"76424","G17014709546002",171479546002,"77","8"
"76425","G17014709546003",171479546003,"64","6"
"76426","G17014709546004",171479546004,"62","6"
"76427","G17014709546005",171479546005,"72","7"
"76428","G17014709547001",171479547001,"85","9"
"76429","G17014709547002",171479547002,"84","9"
"76430","G17014709547003",171479547003,"85","9"
"76431","G17014709547004",171479547004,"82","8"
"76432","G17014709548001",171479548001,"58","5"
"76433","G17014709548002",171479548002,"88","9"
"76434","G17014709548003",171479548003,"76","8"
"76435","G17014709548004",171479548004,"73","7"
"76436","G17014909524001",171499524001,"96","10"
"76437","G17014909524002",171499524002,"88","9"
"76438","G17014909524003",171499524003,"89","9"
"76439","G17014909524004",171499524004,"88","9"
"76440","G17014909525001",171499525001,"86","9"
"76441","G17014909525002",171499525002,"92","10"
"76442","G17014909525003",171499525003,"90","9"
"76443","G17014909526001",171499526001,"76","8"
"76444","G17014909526002",171499526002,"90","9"
"76445","G17014909526003",171499526003,"88","9"
"76446","G17014909526004",171499526004,"85","9"
"76447","G17014909526005",171499526005,"95","10"
"76448","G17014909527001",171499527001,"89","9"
"76449","G17014909527002",171499527002,"89","9"
"76450","G17014909527003",171499527003,"80","8"
"76451","G17014909527004",171499527004,"88","9"
"76452","G17014909527005",171499527005,"87","9"
"76453","G17014909528001",171499528001,"90","9"
"76454","G17014909528002",171499528002,"88","9"
"76455","G17014909528003",171499528003,"92","10"
"76456","G17015109712001",171519712001,"76","8"
"76457","G17015109712002",171519712002,"72","7"
"76458","G17015109713001",171519713001,"75","7"
"76459","G17015109713002",171519713002,"95","10"
"76460","G17015309710001",171539710001,"93","10"
"76461","G17015309710002",171539710002,"96","10"
"76462","G17015309710003",171539710003,"91","9"
"76463","G17015309710004",171539710004,"98","10"
"76464","G17015309711001",171539711001,"91","9"
"76465","G17015309711002",171539711002,"97","10"
"76466","G17015309711003",171539711003,"95","10"
"76467","G17015509545001",171559545001,"78","8"
"76468","G17015509545002",171559545002,"84","9"
"76469","G17015509545003",171559545003,"78","8"
"76470","G17015509545004",171559545004,"72","7"
"76471","G17015509546001",171559546001,"66","6"
"76472","G17015509546002",171559546002,"55","5"
"76473","G17015509546003",171559546003,"51","5"
"76474","G17015509546004",171559546004,"75","7"
"76475","G17015709505001",171579505001,"92","10"
"76476","G17015709505002",171579505002,"79","8"
"76477","G17015709505003",171579505003,"68","7"
"76478","G17015709506001",171579506001,"96","10"
"76479","G17015709506002",171579506002,"73","7"
"76480","G17015709506003",171579506003,"91","9"
"76481","G17015709506004",171579506004,"84","9"
"76482","G17015709506005",171579506005,"88","9"
"76483","G17015709507001",171579507001,"96","10"
"76484","G17015709507002",171579507002,"84","9"
"76485","G17015709507003",171579507003,"88","9"
"76486","G17015709508001",171579508001,"69","7"
"76487","G17015709508002",171579508002,"71","7"
"76488","G17015709508003",171579508003,"64","6"
"76489","G17015709508004",171579508004,"68","7"
"76490","G17015709509001",171579509001,"82","8"
"76491","G17015709509002",171579509002,"90","9"
"76492","G17015709509003",171579509003,"66","6"
"76493","G17015709509004",171579509004,"89","9"
"76494","G17015709510001",171579510001,"74","7"
"76495","G17015709510002",171579510002,"73","7"
"76496","G17015709510003",171579510003,"66","6"
"76497","G17015709511001",171579511001,"88","9"
"76498","G17015709511002",171579511002,"76","8"
"76499","G17015709511003",171579511003,"75","7"
"76500","G17015709511004",171579511004,"83","8"
"76501","G17015709512011",171579512011,"68","7"
"76502","G17015709512012",171579512012,"93","10"
"76503","G17015709512021",171579512021,"GQ","GQ"
"76504","G17015709513001",171579513001,"83","8"
"76505","G17015709513002",171579513002,"83","8"
"76506","G17015709513003",171579513003,"83","8"
"76507","G17015709513004",171579513004,"83","8"
"76508","G17015909779001",171599779001,"70","7"
"76509","G17015909779002",171599779002,"67","7"
"76510","G17015909779003",171599779003,"70","7"
"76511","G17015909779004",171599779004,"94","10"
"76512","G17015909780001",171599780001,"94","10"
"76513","G17015909780002",171599780002,"95","10"
"76514","G17015909781001",171599781001,"82","8"
"76515","G17015909781002",171599781002,"83","8"
"76516","G17015909781003",171599781003,"84","9"
"76517","G17015909782001",171599782001,"94","10"
"76518","G17015909782002",171599782002,"91","9"
"76519","G17015909783001",171599783001,"71","7"
"76520","G17015909783002",171599783002,"67","7"
"76521","G17015909783003",171599783003,"75","7"
"76522","G17015909783004",171599783004,"93","10"
"76523","G17016100201011",171610201011,"89","9"
"76524","G17016100201012",171610201012,"61","6"
"76525","G17016100201021",171610201021,"46","4"
"76526","G17016100201022",171610201022,"43","4"
"76527","G17016100201031",171610201031,"58","5"
"76528","G17016100202001",171610202001,"60","6"
"76529","G17016100202002",171610202002,"82","8"
"76530","G17016100202003",171610202003,"88","9"
"76531","G17016100203011",171610203011,"78","8"
"76532","G17016100203012",171610203012,"80","8"
"76533","G17016100203021",171610203021,"86","9"
"76534","G17016100203022",171610203022,"73","7"
"76535","G17016100204001",171610204001,"68","7"
"76536","G17016100204002",171610204002,"GQ","GQ"
"76537","G17016100204003",171610204003,"91","9"
"76538","G17016100204004",171610204004,"83","8"
"76539","G17016100204005",171610204005,"56","5"
"76540","G17016100206001",171610206001,"94","10"
"76541","G17016100206002",171610206002,"92","10"
"76542","G17016100207001",171610207001,"95","10"
"76543","G17016100207002",171610207002,"91","9"
"76544","G17016100208001",171610208001,"80","8"
"76545","G17016100208002",171610208002,"78","8"
"76546","G17016100208003",171610208003,"73","7"
"76547","G17016100209001",171610209001,"63","6"
"76548","G17016100209002",171610209002,"85","9"
"76549","G17016100209003",171610209003,"78","8"
"76550","G17016100209004",171610209004,"76","8"
"76551","G17016100209005",171610209005,"72","7"
"76552","G17016100210001",171610210001,"70","7"
"76553","G17016100210002",171610210002,"84","9"
"76554","G17016100211001",171610211001,"75","7"
"76555","G17016100211002",171610211002,"41","4"
"76556","G17016100212001",171610212001,"57","5"
"76557","G17016100212002",171610212002,"65","6"
"76558","G17016100212003",171610212003,"63","6"
"76559","G17016100212004",171610212004,"44","4"
"76560","G17016100213001",171610213001,"86","9"
"76561","G17016100213002",171610213002,"93","10"
"76562","G17016100214001",171610214001,"88","9"
"76563","G17016100215001",171610215001,"76","8"
"76564","G17016100215002",171610215002,"74","7"
"76565","G17016100215003",171610215003,"78","8"
"76566","G17016100216001",171610216001,"81","8"
"76567","G17016100216002",171610216002,"80","8"
"76568","G17016100216003",171610216003,"80","8"
"76569","G17016100217001",171610217001,"90","9"
"76570","G17016100217002",171610217002,"91","9"
"76571","G17016100217003",171610217003,"92","10"
"76572","G17016100217004",171610217004,"90","9"
"76573","G17016100218001",171610218001,"76","8"
"76574","G17016100218002",171610218002,"54","5"
"76575","G17016100218003",171610218003,"68","7"
"76576","G17016100219001",171610219001,"88","9"
"76577","G17016100220001",171610220001,"73","7"
"76578","G17016100220002",171610220002,"63","6"
"76579","G17016100220003",171610220003,"71","7"
"76580","G17016100221001",171610221001,"86","9"
"76581","G17016100221002",171610221002,"67","7"
"76582","G17016100222001",171610222001,"82","8"
"76583","G17016100222002",171610222002,"86","9"
"76584","G17016100222003",171610222003,"88","9"
"76585","G17016100222004",171610222004,"88","9"
"76586","G17016100223001",171610223001,"94","10"
"76587","G17016100223002",171610223002,"94","10"
"76588","G17016100226001",171610226001,"GQ","GQ"
"76589","G17016100226002",171610226002,"99","10"
"76590","G17016100226003",171610226003,"90","9"
"76591","G17016100228001",171610228001,"92","10"
"76592","G17016100228002",171610228002,"94","10"
"76593","G17016100228003",171610228003,"94","10"
"76594","G17016100228004",171610228004,"GQ","GQ"
"76595","G17016100229001",171610229001,"82","8"
"76596","G17016100229002",171610229002,"86","9"
"76597","G17016100229003",171610229003,"82","8"
"76598","G17016100230001",171610230001,"67","7"
"76599","G17016100230002",171610230002,"60","6"
"76600","G17016100231001",171610231001,"75","7"
"76601","G17016100231002",171610231002,"50","5"
"76602","G17016100232001",171610232001,"70","7"
"76603","G17016100232002",171610232002,"80","8"
"76604","G17016100232003",171610232003,"80","8"
"76605","G17016100232004",171610232004,"84","9"
"76606","G17016100233001",171610233001,"87","9"
"76607","G17016100233002",171610233002,"88","9"
"76608","G17016100233003",171610233003,"87","9"
"76609","G17016100233004",171610233004,"89","9"
"76610","G17016100235001",171610235001,"74","7"
"76611","G17016100235002",171610235002,"97","10"
"76612","G17016100236001",171610236001,"98","10"
"76613","G17016100236002",171610236002,"98","10"
"76614","G17016100236003",171610236003,"99","10"
"76615","G17016100237001",171610237001,"95","10"
"76616","G17016100237002",171610237002,"95","10"
"76617","G17016100240001",171610240001,"83","8"
"76618","G17016100240002",171610240002,"53","5"
"76619","G17016100240003",171610240003,"47","4"
"76620","G17016100241011",171610241011,"49","4"
"76621","G17016100241012",171610241012,"52","5"
"76622","G17016100241021",171610241021,"75","7"
"76623","G17016100241022",171610241022,"53","5"
"76624","G17016100241023",171610241023,"73","7"
"76625","G17016100241024",171610241024,"58","5"
"76626","G17016100241031",171610241031,"57","5"
"76627","G17016100241032",171610241032,"50","5"
"76628","G17016100241033",171610241033,"68","7"
"76629","G17016100241034",171610241034,"55","5"
"76630","G17016100242001",171610242001,"87","9"
"76631","G17016100242002",171610242002,"73","7"
"76632","G17016100242003",171610242003,"74","7"
"76633","G17016100243001",171610243001,"90","9"
"76634","G17016100243002",171610243002,"91","9"
"76635","G17016100243003",171610243003,"93","10"
"76636","G17016100244001",171610244001,"98","10"
"76637","G17016100244002",171610244002,"98","10"
"76638","G17016100245001",171610245001,"91","9"
"76639","G17016100245002",171610245002,"94","10"
"76640","G17016305004001",171635004001,"86","9"
"76641","G17016305004002",171635004002,"86","9"
"76642","G17016305005001",171635005001,"98","10"
"76643","G17016305005002",171635005002,"98","10"
"76644","G17016305005003",171635005003,"98","10"
"76645","G17016305009001",171635009001,"100","10"
"76646","G17016305009002",171635009002,"100","10"
"76647","G17016305009003",171635009003,"100","10"
"76648","G17016305009004",171635009004,"100","10"
"76649","G17016305011001",171635011001,"97","10"
"76650","G17016305012001",171635012001,"96","10"
"76651","G17016305012002",171635012002,"96","10"
"76652","G17016305012003",171635012003,"97","10"
"76653","G17016305013001",171635013001,"99","10"
"76654","G17016305013002",171635013002,"99","10"
"76655","G17016305013003",171635013003,"99","10"
"76656","G17016305014001",171635014001,"97","10"
"76657","G17016305014002",171635014002,"97","10"
"76658","G17016305015011",171635015011,"84","9"
"76659","G17016305015021",171635015021,"79","8"
"76660","G17016305015022",171635015022,"82","8"
"76661","G17016305016021",171635016021,"98","10"
"76662","G17016305016022",171635016022,"89","9"
"76663","G17016305016023",171635016023,"86","9"
"76664","G17016305016024",171635016024,"88","9"
"76665","G17016305016025",171635016025,"67","7"
"76666","G17016305016041",171635016041,"92","10"
"76667","G17016305016042",171635016042,"91","9"
"76668","G17016305016043",171635016043,"92","10"
"76669","G17016305016051",171635016051,"72","7"
"76670","G17016305016052",171635016052,"76","8"
"76671","G17016305016061",171635016061,"96","10"
"76672","G17016305016062",171635016062,"94","10"
"76673","G17016305016063",171635016063,"94","10"
"76674","G17016305016064",171635016064,"94","10"
"76675","G17016305016071",171635016071,"87","9"
"76676","G17016305016072",171635016072,"78","8"
"76677","G17016305017001",171635017001,"92","10"
"76678","G17016305017002",171635017002,"GQ","GQ"
"76679","G17016305017003",171635017003,"89","9"
"76680","G17016305017004",171635017004,"89","9"
"76681","G17016305018011",171635018011,"85","9"
"76682","G17016305018012",171635018012,"85","9"
"76683","G17016305018013",171635018013,"83","8"
"76684","G17016305018021",171635018021,"91","9"
"76685","G17016305018022",171635018022,"92","10"
"76686","G17016305018023",171635018023,"92","10"
"76687","G17016305019001",171635019001,"86","9"
"76688","G17016305019002",171635019002,"73","7"
"76689","G17016305019003",171635019003,"86","9"
"76690","G17016305019004",171635019004,"68","7"
"76691","G17016305021001",171635021001,"94","10"
"76692","G17016305021002",171635021002,"94","10"
"76693","G17016305021003",171635021003,"98","10"
"76694","G17016305022001",171635022001,"100","10"
"76695","G17016305022002",171635022002,"100","10"
"76696","G17016305023001",171635023001,"99","10"
"76697","G17016305023002",171635023002,"99","10"
"76698","G17016305023003",171635023003,"99","10"
"76699","G17016305023004",171635023004,"100","10"
"76700","G17016305023005",171635023005,"99","10"
"76701","G17016305023006",171635023006,"100","10"
"76702","G17016305024011",171635024011,"99","10"
"76703","G17016305024041",171635024041,"100","10"
"76704","G17016305024042",171635024042,"95","10"
"76705","G17016305024043",171635024043,"89","9"
"76706","G17016305025001",171635025001,"99","10"
"76707","G17016305026021",171635026021,"99","10"
"76708","G17016305026022",171635026022,"100","10"
"76709","G17016305026023",171635026023,"100","10"
"76710","G17016305026024",171635026024,"100","10"
"76711","G17016305026031",171635026031,"98","10"
"76712","G17016305026032",171635026032,"98","10"
"76713","G17016305026033",171635026033,"98","10"
"76714","G17016305026034",171635026034,"98","10"
"76715","G17016305027001",171635027001,"99","10"
"76716","G17016305028001",171635028001,"100","10"
"76717","G17016305028002",171635028002,"98","10"
"76718","G17016305029001",171635029001,"98","10"
"76719","G17016305029002",171635029002,"98","10"
"76720","G17016305031011",171635031011,"87","9"
"76721","G17016305031012",171635031012,"50","5"
"76722","G17016305031021",171635031021,"98","10"
"76723","G17016305031022",171635031022,"99","10"
"76724","G17016305031023",171635031023,"88","9"
"76725","G17016305031024",171635031024,"84","9"
"76726","G17016305032021",171635032021,"59","6"
"76727","G17016305032022",171635032022,"77","8"
"76728","G17016305032023",171635032023,"83","8"
"76729","G17016305032024",171635032024,"59","6"
"76730","G17016305032031",171635032031,"54","5"
"76731","G17016305032032",171635032032,"49","4"
"76732","G17016305032033",171635032033,"41","4"
"76733","G17016305032034",171635032034,"61","6"
"76734","G17016305032111",171635032111,"82","8"
"76735","G17016305032112",171635032112,"70","7"
"76736","G17016305032113",171635032113,"63","6"
"76737","G17016305033011",171635033011,"88","9"
"76738","G17016305033012",171635033012,"93","10"
"76739","G17016305033013",171635033013,"84","9"
"76740","G17016305033041",171635033041,"74","7"
"76741","G17016305033042",171635033042,"68","7"
"76742","G17016305033043",171635033043,"60","6"
"76743","G17016305033044",171635033044,"89","9"
"76744","G17016305033221",171635033221,"57","5"
"76745","G17016305033222",171635033222,"60","6"
"76746","G17016305033223",171635033223,"58","5"
"76747","G17016305033224",171635033224,"46","4"
"76748","G17016305033225",171635033225,"61","6"
"76749","G17016305033231",171635033231,"26","2"
"76750","G17016305033232",171635033232,"48","4"
"76751","G17016305033233",171635033233,"27","2"
"76752","G17016305033241",171635033241,"40","3"
"76753","G17016305033242",171635033242,"52","5"
"76754","G17016305033243",171635033243,"45","4"
"76755","G17016305033244",171635033244,"54","5"
"76756","G17016305033321",171635033321,"91","9"
"76757","G17016305033322",171635033322,"75","7"
"76758","G17016305033323",171635033323,"84","9"
"76759","G17016305033341",171635033341,"79","8"
"76760","G17016305033342",171635033342,"67","7"
"76761","G17016305033343",171635033343,"62","6"
"76762","G17016305033344",171635033344,"58","5"
"76763","G17016305033345",171635033345,"70","7"
"76764","G17016305034041",171635034041,"40","3"
"76765","G17016305034042",171635034042,"34","3"
"76766","G17016305034043",171635034043,"18","1"
"76767","G17016305034111",171635034111,"95","10"
"76768","G17016305034112",171635034112,"82","8"
"76769","G17016305034121",171635034121,"73","7"
"76770","G17016305034122",171635034122,"76","8"
"76771","G17016305034123",171635034123,"68","7"
"76772","G17016305034124",171635034124,"71","7"
"76773","G17016305034131",171635034131,"83","8"
"76774","G17016305034132",171635034132,"77","8"
"76775","G17016305034133",171635034133,"66","6"
"76776","G17016305034134",171635034134,"62","6"
"76777","G17016305034141",171635034141,"59","6"
"76778","G17016305034142",171635034142,"59","6"
"76779","G17016305034143",171635034143,"52","5"
"76780","G17016305034151",171635034151,"68","7"
"76781","G17016305034152",171635034152,"77","8"
"76782","G17016305034161",171635034161,"81","8"
"76783","G17016305034162",171635034162,"81","8"
"76784","G17016305034163",171635034163,"77","8"
"76785","G17016305038001",171635038001,"51","5"
"76786","G17016305039031",171635039031,"29","2"
"76787","G17016305039032",171635039032,"35","3"
"76788","G17016305039051",171635039051,"53","5"
"76789","G17016305039052",171635039052,"66","6"
"76790","G17016305039061",171635039061,"41","4"
"76791","G17016305039062",171635039062,"53","5"
"76792","G17016305039063",171635039063,"62","6"
"76793","G17016305039071",171635039071,"43","4"
"76794","G17016305039072",171635039072,"70","7"
"76795","G17016305039081",171635039081,"44","4"
"76796","G17016305039082",171635039082,"50","5"
"76797","G17016305039083",171635039083,"49","4"
"76798","G17016305040011",171635040011,"73","7"
"76799","G17016305040012",171635040012,"74","7"
"76800","G17016305040013",171635040013,"40","3"
"76801","G17016305040014",171635040014,"45","4"
"76802","G17016305040021",171635040021,"69","7"
"76803","G17016305040022",171635040022,"64","6"
"76804","G17016305040023",171635040023,"78","8"
"76805","G17016305040024",171635040024,"87","9"
"76806","G17016305040025",171635040025,"92","10"
"76807","G17016305040026",171635040026,"76","8"
"76808","G17016305043511",171635043511,"37","3"
"76809","G17016305043512",171635043512,"44","4"
"76810","G17016305043521",171635043521,"54","5"
"76811","G17016305043522",171635043522,"71","7"
"76812","G17016305043523",171635043523,"65","6"
"76813","G17016305043531",171635043531,"27","2"
"76814","G17016305043532",171635043532,"27","2"
"76815","G17016305043541",171635043541,"73","7"
"76816","G17016305043542",171635043542,"57","5"
"76817","G17016305043543",171635043543,"70","7"
"76818","G17016305043551",171635043551,"26","2"
"76819","G17016305043552",171635043552,"31","2"
"76820","G17016305043553",171635043553,"38","3"
"76821","G17016305043561",171635043561,"40","3"
"76822","G17016305043562",171635043562,"60","6"
"76823","G17016305043563",171635043563,"71","7"
"76824","G17016305043571",171635043571,"44","4"
"76825","G17016305043572",171635043572,"64","6"
"76826","G17016305043573",171635043573,"76","8"
"76827","G17016305043581",171635043581,"69","7"
"76828","G17016305043582",171635043582,"58","5"
"76829","G17016305043591",171635043591,"51","5"
"76830","G17016305043592",171635043592,"74","7"
"76831","G17016305043593",171635043593,"65","6"
"76832","G17016305045011",171635045011,"100","10"
"76833","G17016305045012",171635045012,"100","10"
"76834","G17016305045021",171635045021,"100","10"
"76835","G17016305045022",171635045022,"100","10"
"76836","G17016305046001",171635046001,"100","10"
"76837","G17016305046002",171635046002,"100","10"
"76838","G17016509551001",171659551001,"84","9"
"76839","G17016509551002",171659551002,"90","9"
"76840","G17016509551003",171659551003,"100","10"
"76841","G17016509555001",171659555001,"96","10"
"76842","G17016509555002",171659555002,"88","9"
"76843","G17016509555003",171659555003,"100","10"
"76844","G17016509556001",171659556001,"69","7"
"76845","G17016509556002",171659556002,"76","8"
"76846","G17016509556003",171659556003,"74","7"
"76847","G17016509556004",171659556004,"PH","PH"
"76848","G17016509557001",171659557001,"91","9"
"76849","G17016509557002",171659557002,"78","8"
"76850","G17016509557003",171659557003,"83","8"
"76851","G17016509558001",171659558001,"95","10"
"76852","G17016509558002",171659558002,"82","8"
"76853","G17016509558003",171659558003,"88","9"
"76854","G17016509558004",171659558004,"96","10"
"76855","G17016509559001",171659559001,"97","10"
"76856","G17016509559002",171659559002,"93","10"
"76857","G17016509559003",171659559003,"96","10"
"76858","G17016509560001",171659560001,"97","10"
"76859","G17016509560002",171659560002,"86","9"
"76860","G17016509560003",171659560003,"98","10"
"76861","G17016509561001",171659561001,"91","9"
"76862","G17016509561002",171659561002,"95","10"
"76863","G17016509561003",171659561003,"97","10"
"76864","G17016509562001",171659562001,"65","6"
"76865","G17016509562002",171659562002,"87","9"
"76866","G17016509562003",171659562003,"74","7"
"76867","G17016509562004",171659562004,"77","8"
"76868","G17016700001001",171670001001,"88","9"
"76869","G17016700001002",171670001002,"93","10"
"76870","G17016700001003",171670001003,"87","9"
"76871","G17016700001004",171670001004,"85","9"
"76872","G17016700002011",171670002011,"62","6"
"76873","G17016700002012",171670002012,"79","8"
"76874","G17016700002013",171670002013,"80","8"
"76875","G17016700002021",171670002021,"100","10"
"76876","G17016700002022",171670002022,"95","10"
"76877","G17016700002023",171670002023,"86","9"
"76878","G17016700002024",171670002024,"91","9"
"76879","G17016700003001",171670003001,"94","10"
"76880","G17016700003002",171670003002,"GQ","GQ"
"76881","G17016700003003",171670003003,"91","9"
"76882","G17016700004001",171670004001,"92","10"
"76883","G17016700004002",171670004002,"90","9"
"76884","G17016700004003",171670004003,"92","10"
"76885","G17016700004004",171670004004,"92","10"
"76886","G17016700005011",171670005011,"59","6"
"76887","G17016700005012",171670005012,"66","6"
"76888","G17016700005031",171670005031,"80","8"
"76889","G17016700005032",171670005032,"88","9"
"76890","G17016700005033",171670005033,"92","10"
"76891","G17016700005034",171670005034,"89","9"
"76892","G17016700005035",171670005035,"91","9"
"76893","G17016700005041",171670005041,"77","8"
"76894","G17016700005042",171670005042,"83","8"
"76895","G17016700005043",171670005043,"78","8"
"76896","G17016700006001",171670006001,"95","10"
"76897","G17016700006002",171670006002,"95","10"
"76898","G17016700006003",171670006003,"95","10"
"76899","G17016700006004",171670006004,"95","10"
"76900","G17016700006005",171670006005,"95","10"
"76901","G17016700007001",171670007001,"93","10"
"76902","G17016700007002",171670007002,"95","10"
"76903","G17016700008001",171670008001,"100","10"
"76904","G17016700008002",171670008002,"97","10"
"76905","G17016700009001",171670009001,"99","10"
"76906","G17016700009002",171670009002,"93","10"
"76907","G17016700010011",171670010011,"44","4"
"76908","G17016700010012",171670010012,"52","5"
"76909","G17016700010031",171670010031,"71","7"
"76910","G17016700010041",171670010041,"72","7"
"76911","G17016700010042",171670010042,"80","8"
"76912","G17016700010043",171670010043,"77","8"
"76913","G17016700010044",171670010044,"73","7"
"76914","G17016700010045",171670010045,"76","8"
"76915","G17016700011001",171670011001,"78","8"
"76916","G17016700011002",171670011002,"77","8"
"76917","G17016700012001",171670012001,"82","8"
"76918","G17016700012002",171670012002,"87","9"
"76919","G17016700012003",171670012003,"70","7"
"76920","G17016700012004",171670012004,"78","8"
"76921","G17016700013001",171670013001,"91","9"
"76922","G17016700013002",171670013002,"92","10"
"76923","G17016700014001",171670014001,"GQ","GQ"
"76924","G17016700016001",171670016001,"100","10"
"76925","G17016700016002",171670016002,"100","10"
"76926","G17016700016003",171670016003,"100","10"
"76927","G17016700016004",171670016004,"100","10"
"76928","G17016700018001",171670018001,"90","9"
"76929","G17016700018002",171670018002,"90","9"
"76930","G17016700019001",171670019001,"88","9"
"76931","G17016700019002",171670019002,"93","10"
"76932","G17016700019003",171670019003,"85","9"
"76933","G17016700020011",171670020011,"49","4"
"76934","G17016700020012",171670020012,"46","4"
"76935","G17016700020021",171670020021,"57","5"
"76936","G17016700020022",171670020022,"58","5"
"76937","G17016700021001",171670021001,"30","2"
"76938","G17016700021002",171670021002,"56","5"
"76939","G17016700021003",171670021003,"78","8"
"76940","G17016700021004",171670021004,"66","6"
"76941","G17016700022001",171670022001,"88","9"
"76942","G17016700022002",171670022002,"92","10"
"76943","G17016700022003",171670022003,"88","9"
"76944","G17016700022004",171670022004,"80","8"
"76945","G17016700022005",171670022005,"78","8"
"76946","G17016700023001",171670023001,"100","10"
"76947","G17016700023002",171670023002,"100","10"
"76948","G17016700023003",171670023003,"99","10"
"76949","G17016700024001",171670024001,"99","10"
"76950","G17016700024002",171670024002,"99","10"
"76951","G17016700024003",171670024003,"99","10"
"76952","G17016700024004",171670024004,"99","10"
"76953","G17016700025001",171670025001,"86","9"
"76954","G17016700025002",171670025002,"83","8"
"76955","G17016700025003",171670025003,"86","9"
"76956","G17016700025004",171670025004,"84","9"
"76957","G17016700025005",171670025005,"83","8"
"76958","G17016700026001",171670026001,"96","10"
"76959","G17016700026002",171670026002,"95","10"
"76960","G17016700026003",171670026003,"94","10"
"76961","G17016700026004",171670026004,"96","10"
"76962","G17016700027001",171670027001,"89","9"
"76963","G17016700027002",171670027002,"90","9"
"76964","G17016700027003",171670027003,"85","9"
"76965","G17016700028011",171670028011,"92","10"
"76966","G17016700028012",171670028012,"91","9"
"76967","G17016700028013",171670028013,"81","8"
"76968","G17016700028021",171670028021,"92","10"
"76969","G17016700028022",171670028022,"95","10"
"76970","G17016700028023",171670028023,"94","10"
"76971","G17016700029001",171670029001,"70","7"
"76972","G17016700029002",171670029002,"62","6"
"76973","G17016700029003",171670029003,"62","6"
"76974","G17016700029004",171670029004,"66","6"
"76975","G17016700030001",171670030001,"GQ","GQ"
"76976","G17016700030002",171670030002,"73","7"
"76977","G17016700030003",171670030003,"72","7"
"76978","G17016700030004",171670030004,"73","7"
"76979","G17016700031001",171670031001,"49","4"
"76980","G17016700031002",171670031002,"35","3"
"76981","G17016700031003",171670031003,"42","4"
"76982","G17016700031004",171670031004,"40","3"
"76983","G17016700031005",171670031005,"37","3"
"76984","G17016700032011",171670032011,"38","3"
"76985","G17016700032012",171670032012,"62","6"
"76986","G17016700032013",171670032013,"47","4"
"76987","G17016700032021",171670032021,"48","4"
"76988","G17016700032022",171670032022,"72","7"
"76989","G17016700032023",171670032023,"58","5"
"76990","G17016700032024",171670032024,"55","5"
"76991","G17016700032031",171670032031,"34","3"
"76992","G17016700032032",171670032032,"42","4"
"76993","G17016700032033",171670032033,"26","2"
"76994","G17016700032034",171670032034,"62","6"
"76995","G17016700032035",171670032035,"31","2"
"76996","G17016700033001",171670033001,"63","6"
"76997","G17016700033002",171670033002,"72","7"
"76998","G17016700033003",171670033003,"75","7"
"76999","G17016700033004",171670033004,"70","7"
"77000","G17016700033005",171670033005,"76","8"
"77001","G17016700034001",171670034001,"63","6"
"77002","G17016700034002",171670034002,"85","9"
"77003","G17016700034003",171670034003,"67","7"
"77004","G17016700034004",171670034004,"73","7"
"77005","G17016700034005",171670034005,"70","7"
"77006","G17016700034006",171670034006,"50","5"
"77007","G17016700035001",171670035001,"70","7"
"77008","G17016700035002",171670035002,"60","6"
"77009","G17016700035003",171670035003,"71","7"
"77010","G17016700035004",171670035004,"79","8"
"77011","G17016700035005",171670035005,"63","6"
"77012","G17016700036011",171670036011,"40","3"
"77013","G17016700036012",171670036012,"42","4"
"77014","G17016700036021",171670036021,"46","4"
"77015","G17016700036022",171670036022,"38","3"
"77016","G17016700036031",171670036031,"38","3"
"77017","G17016700036032",171670036032,"18","1"
"77018","G17016700036033",171670036033,"54","5"
"77019","G17016700036041",171670036041,"48","4"
"77020","G17016700036042",171670036042,"51","5"
"77021","G17016700036043",171670036043,"46","4"
"77022","G17016700037011",171670037011,"30","2"
"77023","G17016700037012",171670037012,"44","4"
"77024","G17016700037013",171670037013,"48","4"
"77025","G17016700037021",171670037021,"30","2"
"77026","G17016700037022",171670037022,"34","3"
"77027","G17016700037023",171670037023,"40","3"
"77028","G17016700037024",171670037024,"38","3"
"77029","G17016700038011",171670038011,"79","8"
"77030","G17016700038012",171670038012,"84","9"
"77031","G17016700038021",171670038021,"57","5"
"77032","G17016700038022",171670038022,"72","7"
"77033","G17016700038023",171670038023,"80","8"
"77034","G17016700038024",171670038024,"55","5"
"77035","G17016700039011",171670039011,"40","3"
"77036","G17016700039012",171670039012,"41","4"
"77037","G17016700039013",171670039013,"42","4"
"77038","G17016700039014",171670039014,"41","4"
"77039","G17016700039021",171670039021,"47","4"
"77040","G17016700039022",171670039022,"47","4"
"77041","G17016700039023",171670039023,"51","5"
"77042","G17016700040001",171670040001,"84","9"
"77043","G17016700040002",171670040002,"69","7"
"77044","G17016700040003",171670040003,"75","7"
"77045","G17016700040004",171670040004,"60","6"
"77046","G17016700040005",171670040005,"57","5"
"77047","G17016700042001",171670042001,"80","8"
"77048","G17016700042002",171670042002,"83","8"
"77049","G17016700042003",171670042003,"85","9"
"77050","G17016909701001",171699701001,"74","7"
"77051","G17016909701002",171699701002,"GQ","GQ"
"77052","G17016909702001",171699702001,"92","10"
