"","GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"68357","G17000100001001",170010001001,"65","6"
"68358","G17000100001002",170010001002,"81","8"
"68359","G17000100001003",170010001003,"88","9"
"68360","G17000100001004",170010001004,"84","8"
"68361","G17000100001005",170010001005,"80","8"
"68362","G17000100002011",170010002011,"80","8"
"68363","G17000100002012",170010002012,"85","9"
"68364","G17000100002021",170010002021,"80","8"
"68365","G17000100002022",170010002022,"86","9"
"68366","G17000100002023",170010002023,"84","8"
"68367","G17000100004001",170010004001,"81","8"
"68368","G17000100004002",170010004002,"97","10"
"68369","G17000100004003",170010004003,"99","10"
"68370","G17000100004004",170010004004,"GQ","GQ"
"68371","G17000100005001",170010005001,"94","10"
"68372","G17000100005002",170010005002,"94","10"
"68373","G17000100006001",170010006001,"75","7"
"68374","G17000100006002",170010006002,"72","7"
"68375","G17000100006003",170010006003,"79","8"
"68376","G17000100006004",170010006004,"54","5"
"68377","G17000100006005",170010006005,"55","5"
"68378","G17000100007001",170010007001,"86","9"
"68379","G17000100007002",170010007002,"89","9"
"68380","G17000100008001",170010008001,"99","10"
"68381","G17000100008002",170010008002,"100","10"
"68382","G17000100008003",170010008003,"99","10"
"68383","G17000100009001",170010009001,"92","9"
"68384","G17000100009002",170010009002,"86","9"
"68385","G17000100010011",170010010011,"85","9"
"68386","G17000100010012",170010010012,"86","9"
"68387","G17000100010013",170010010013,"78","8"
"68388","G17000100010021",170010010021,"80","8"
"68389","G17000100010022",170010010022,"72","7"
"68390","G17000100011001",170010011001,"73","7"
"68391","G17000100011002",170010011002,"64","6"
"68392","G17000100011003",170010011003,"46","4"
"68393","G17000100011004",170010011004,"42","4"
"68394","G17000100101001",170010101001,"83","8"
"68395","G17000100101002",170010101002,"76","7"
"68396","G17000100101003",170010101003,"72","7"
"68397","G17000100101004",170010101004,"69","7"
"68398","G17000100102001",170010102001,"82","8"
"68399","G17000100102002",170010102002,"78","8"
"68400","G17000100102003",170010102003,"84","8"
"68401","G17000100102004",170010102004,"91","9"
"68402","G17000100103011",170010103011,"57","5"
"68403","G17000100103012",170010103012,"49","4"
"68404","G17000100103013",170010103013,"60","6"
"68405","G17000100103021",170010103021,"70","7"
"68406","G17000100103022",170010103022,"71","7"
"68407","G17000100103023",170010103023,"82","8"
"68408","G17000100104001",170010104001,"56","5"
"68409","G17000100104002",170010104002,"59","5"
"68410","G17000100104003",170010104003,"66","6"
"68411","G17000100105001",170010105001,"56","5"
"68412","G17000100105002",170010105002,"46","4"
"68413","G17000100106001",170010106001,"54","5"
"68414","G17000100106002",170010106002,"40","3"
"68415","G17000100106003",170010106003,"70","7"
"68416","G17000100106004",170010106004,"67","6"
"68417","G17000309576001",170039576001,"91","9"
"68418","G17000309576002",170039576002,"79","8"
"68419","G17000309576003",170039576003,"97","10"
"68420","G17000309577001",170039577001,"89","9"
"68421","G17000309577002",170039577002,"97","10"
"68422","G17000309578001",170039578001,"100","10"
"68423","G17000309578002",170039578002,"99","10"
"68424","G17000309579001",170039579001,"100","10"
"68425","G17000309579002",170039579002,"99","10"
"68426","G17000509512001",170059512001,"57","5"
"68427","G17000509512002",170059512002,"56","5"
"68428","G17000509512003",170059512003,"92","9"
"68429","G17000509513001",170059513001,"82","8"
"68430","G17000509513002",170059513002,"79","8"
"68431","G17000509513003",170059513003,"GQ","GQ"
"68432","G17000509513004",170059513004,"90","9"
"68433","G17000509513005",170059513005,"GQ","GQ"
"68434","G17000509514001",170059514001,"95","10"
"68435","G17000509514002",170059514002,"67","6"
"68436","G17000509514003",170059514003,"82","8"
"68437","G17000509515001",170059515001,"91","9"
"68438","G17000509515002",170059515002,"72","7"
"68439","G17000509515003",170059515003,"52","5"
"68440","G17000509515004",170059515004,"87","9"
"68441","G17000700101011",170070101011,"61","6"
"68442","G17000700101012",170070101012,"76","7"
"68443","G17000700101021",170070101021,"78","8"
"68444","G17000700101022",170070101022,"73","7"
"68445","G17000700101023",170070101023,"90","9"
"68446","G17000700102001",170070102001,"81","8"
"68447","G17000700102002",170070102002,"88","9"
"68448","G17000700102003",170070102003,"78","8"
"68449","G17000700103001",170070103001,"79","8"
"68450","G17000700103002",170070103002,"87","9"
"68451","G17000700103003",170070103003,"83","8"
"68452","G17000700103004",170070103004,"94","10"
"68453","G17000700104001",170070104001,"67","6"
"68454","G17000700104002",170070104002,"54","5"
"68455","G17000700104003",170070104003,"53","5"
"68456","G17000700104004",170070104004,"58","5"
"68457","G17000700105011",170070105011,"23","2"
"68458","G17000700105012",170070105012,"23","2"
"68459","G17000700105021",170070105021,"66","6"
"68460","G17000700105022",170070105022,"48","4"
"68461","G17000700105023",170070105023,"38","3"
"68462","G17000700106011",170070106011,"33","3"
"68463","G17000700106012",170070106012,"45","4"
"68464","G17000700106013",170070106013,"66","6"
"68465","G17000700106031",170070106031,"43","4"
"68466","G17000700106032",170070106032,"29","2"
"68467","G17000700106033",170070106033,"42","4"
"68468","G17000700106034",170070106034,"34","3"
"68469","G17000700106041",170070106041,"66","6"
"68470","G17000700106042",170070106042,"65","6"
"68471","G17000700106043",170070106043,"65","6"
"68472","G17000909704001",170099704001,"77","8"
"68473","G17000909704002",170099704002,"74","7"
"68474","G17000909704003",170099704003,"79","8"
"68475","G17000909705001",170099705001,"81","8"
"68476","G17000909705002",170099705002,"GQ","GQ"
"68477","G17000909705003",170099705003,"90","9"
"68478","G17001109647001",170119647001,"68","7"
"68479","G17001109647002",170119647002,"77","8"
"68480","G17001109647003",170119647003,"86","9"
"68481","G17001109647004",170119647004,"91","9"
"68482","G17001109648001",170119648001,"87","9"
"68483","G17001109648002",170119648002,"83","8"
"68484","G17001109648003",170119648003,"63","6"
"68485","G17001109648004",170119648004,"82","8"
"68486","G17001109649001",170119649001,"84","8"
"68487","G17001109649002",170119649002,"79","8"
"68488","G17001109649003",170119649003,"90","9"
"68489","G17001109650001",170119650001,"65","6"
"68490","G17001109650002",170119650002,"88","9"
"68491","G17001109650003",170119650003,"96","10"
"68492","G17001109650004",170119650004,"90","9"
"68493","G17001109650005",170119650005,"92","9"
"68494","G17001109651001",170119651001,"75","7"
"68495","G17001109651002",170119651002,"84","8"
"68496","G17001109651003",170119651003,"80","8"
"68497","G17001109652001",170119652001,"84","8"
"68498","G17001109652002",170119652002,"88","9"
"68499","G17001109652003",170119652003,"83","8"
"68500","G17001109652004",170119652004,"70","7"
"68501","G17001109653001",170119653001,"85","9"
"68502","G17001109653002",170119653002,"77","8"
"68503","G17001109653003",170119653003,"77","8"
"68504","G17001109654001",170119654001,"83","8"
"68505","G17001109654002",170119654002,"80","8"
"68506","G17001109654003",170119654003,"67","6"
"68507","G17001109655001",170119655001,"89","9"
"68508","G17001109655002",170119655002,"48","4"
"68509","G17001109655003",170119655003,"89","9"
"68510","G17001109655004",170119655004,"71","7"
"68511","G17001109656001",170119656001,"88","9"
"68512","G17001109656002",170119656002,"86","9"
"68513","G17001109656003",170119656003,"83","8"
"68514","G17001109656004",170119656004,"84","8"
"68515","G17001309512001",170139512001,"78","8"
"68516","G17001309512002",170139512002,"81","8"
"68517","G17001309512003",170139512003,"80","8"
"68518","G17001309513001",170139513001,"43","4"
"68519","G17001309513002",170139513002,"60","6"
"68520","G17001509601001",170159601001,"47","4"
"68521","G17001509601002",170159601002,"86","9"
"68522","G17001509601003",170159601003,"84","8"
"68523","G17001509601004",170159601004,"87","9"
"68524","G17001509602001",170159602001,"68","7"
"68525","G17001509602002",170159602002,"74","7"
"68526","G17001509603001",170159603001,"96","10"
"68527","G17001509603002",170159603002,"96","10"
"68528","G17001509603003",170159603003,"92","9"
"68529","G17001509603004",170159603004,"95","10"
"68530","G17001509604001",170159604001,"87","9"
"68531","G17001509604002",170159604002,"92","9"
"68532","G17001509604003",170159604003,"85","9"
"68533","G17001509605001",170159605001,"82","8"
"68534","G17001509605002",170159605002,"84","8"
"68535","G17001509605003",170159605003,"87","9"
"68536","G17001509606001",170159606001,"82","8"
"68537","G17001509606002",170159606002,"GQ","GQ"
"68538","G17001709601001",170179601001,"91","9"
"68539","G17001709601002",170179601002,"86","9"
"68540","G17001709601003",170179601003,"84","8"
"68541","G17001709602001",170179602001,"87","9"
"68542","G17001709602002",170179602002,"88","9"
"68543","G17001709602003",170179602003,"83","8"
"68544","G17001709603001",170179603001,"49","4"
"68545","G17001709603002",170179603002,"82","8"
"68546","G17001709603003",170179603003,"93","10"
"68547","G17001709604001",170179604001,"89","9"
"68548","G17001709604002",170179604002,"97","10"
"68549","G17001709605001",170179605001,"85","9"
"68550","G17001709605002",170179605002,"85","9"
"68551","G17001709605003",170179605003,"86","9"
"68552","G17001900002001",170190002001,"97","10"
"68553","G17001900002002",170190002002,"97","10"
"68554","G17001900003011",170190003011,"83","8"
"68555","G17001900003012",170190003012,"83","8"
"68556","G17001900003013",170190003013,"83","8"
"68557","G17001900003021",170190003021,"81","8"
"68558","G17001900003022",170190003022,"81","8"
"68559","G17001900003023",170190003023,"QDI","QDI"
"68560","G17001900004011",170190004011,"GQ","GQ"
"68561","G17001900004012",170190004012,"GQ","GQ"
"68562","G17001900004021",170190004021,"82","8"
"68563","G17001900004022",170190004022,"GQ","GQ"
"68564","G17001900005001",170190005001,"73","7"
"68565","G17001900005002",170190005002,"43","4"
"68566","G17001900005003",170190005003,"53","5"
"68567","G17001900005004",170190005004,"57","5"
"68568","G17001900007001",170190007001,"93","10"
"68569","G17001900007002",170190007002,"93","10"
"68570","G17001900007003",170190007003,"93","10"
"68571","G17001900008001",170190008001,"70","7"
"68572","G17001900008002",170190008002,"71","7"
"68573","G17001900008003",170190008003,"64","6"
"68574","G17001900008004",170190008004,"60","6"
"68575","G17001900009011",170190009011,"90","9"
"68576","G17001900009012",170190009012,"90","9"
"68577","G17001900009013",170190009013,"93","10"
"68578","G17001900009014",170190009014,"94","10"
"68579","G17001900009021",170190009021,"79","8"
"68580","G17001900009022",170190009022,"59","5"
"68581","G17001900009023",170190009023,"58","5"
"68582","G17001900010001",170190010001,"79","8"
"68583","G17001900010002",170190010002,"45","4"
"68584","G17001900010003",170190010003,"70","7"
"68585","G17001900010004",170190010004,"70","7"
"68586","G17001900010005",170190010005,"76","7"
"68587","G17001900011001",170190011001,"51","5"
"68588","G17001900011002",170190011002,"51","5"
"68589","G17001900011003",170190011003,"60","6"
"68590","G17001900012011",170190012011,"83","8"
"68591","G17001900012012",170190012012,"83","8"
"68592","G17001900012013",170190012013,"83","8"
"68593","G17001900012014",170190012014,"83","8"
"68594","G17001900012015",170190012015,"83","8"
"68595","G17001900012031",170190012031,"73","7"
"68596","G17001900012032",170190012032,"59","5"
"68597","G17001900012033",170190012033,"53","5"
"68598","G17001900012041",170190012041,"30","2"
"68599","G17001900012051",170190012051,"23","2"
"68600","G17001900012052",170190012052,"60","6"
"68601","G17001900012061",170190012061,"37","3"
"68602","G17001900013011",170190013011,"67","6"
"68603","G17001900013012",170190013012,"50","4"
"68604","G17001900013013",170190013013,"59","5"
"68605","G17001900013014",170190013014,"52","5"
"68606","G17001900013015",170190013015,"54","5"
"68607","G17001900013021",170190013021,"60","6"
"68608","G17001900013022",170190013022,"39","3"
"68609","G17001900013023",170190013023,"38","3"
"68610","G17001900014001",170190014001,"34","3"
"68611","G17001900014002",170190014002,"GQ-PH","GQ-PH"
"68612","G17001900014003",170190014003,"53","5"
"68613","G17001900053001",170190053001,"95","10"
"68614","G17001900053002",170190053002,"95","10"
"68615","G17001900053003",170190053003,"95","10"
"68616","G17001900053004",170190053004,"95","10"
"68617","G17001900054011",170190054011,"89","9"
"68618","G17001900054012",170190054012,"89","9"
"68619","G17001900054013",170190054013,"89","9"
"68620","G17001900054021",170190054021,"79","8"
"68621","G17001900054022",170190054022,"79","8"
"68622","G17001900054023",170190054023,"80","8"
"68623","G17001900055001",170190055001,"87","9"
"68624","G17001900055002",170190055002,"87","9"
"68625","G17001900055003",170190055003,"87","9"
"68626","G17001900055004",170190055004,"87","9"
"68627","G17001900055005",170190055005,"87","9"
"68628","G17001900056011",170190056011,"85","9"
"68629","G17001900056012",170190056012,"74","7"
"68630","G17001900056013",170190056013,"82","8"
"68631","G17001900056014",170190056014,"72","7"
"68632","G17001900056015",170190056015,"75","7"
"68633","G17001900056021",170190056021,"61","6"
"68634","G17001900056022",170190056022,"27","2"
"68635","G17001900057011",170190057011,"74","7"
"68636","G17001900057012",170190057012,"84","8"
"68637","G17001900057013",170190057013,"41","3"
"68638","G17001900057014",170190057014,"66","6"
"68639","G17001900057021",170190057021,"40","3"
"68640","G17001900058001",170190058001,"57","5"
"68641","G17001900058002",170190058002,"57","5"
"68642","G17001900058003",170190058003,"57","5"
"68643","G17001900058004",170190058004,"57","5"
"68644","G17001900058005",170190058005,"57","5"
"68645","G17001900059011",170190059011,"GQ","GQ"
"68646","G17001900059021",170190059021,"GQ","GQ"
"68647","G17001900059022",170190059022,"GQ","GQ"
"68648","G17001900060001",170190060001,"GQ-PH","GQ-PH"
"68649","G17001900060002",170190060002,"73","7"
"68650","G17001900101001",170190101001,"89","9"
"68651","G17001900101002",170190101002,"87","9"
"68652","G17001900101003",170190101003,"90","9"
"68653","G17001900101004",170190101004,"82","8"
"68654","G17001900102041",170190102041,"92","9"
"68655","G17001900102042",170190102042,"92","9"
"68656","G17001900102043",170190102043,"92","9"
"68657","G17001900102044",170190102044,"92","9"
"68658","G17001900102045",170190102045,"92","9"
"68659","G17001900103001",170190103001,"90","9"
"68660","G17001900103002",170190103002,"94","10"
"68661","G17001900104001",170190104001,"75","7"
"68662","G17001900104002",170190104002,"65","6"
"68663","G17001900104003",170190104003,"67","6"
"68664","G17001900104004",170190104004,"70","7"
"68665","G17001900104005",170190104005,"84","8"
"68666","G17001900105001",170190105001,"41","3"
"68667","G17001900105002",170190105002,"49","4"
"68668","G17001900105003",170190105003,"29","2"
"68669","G17001900105004",170190105004,"67","6"
"68670","G17001900106011",170190106011,"44","4"
"68671","G17001900106012",170190106012,"47","4"
"68672","G17001900106013",170190106013,"45","4"
"68673","G17001900106031",170190106031,"41","3"
"68674","G17001900106032",170190106032,"41","3"
"68675","G17001900106033",170190106033,"41","3"
"68676","G17001900106034",170190106034,"41","3"
"68677","G17001900106041",170190106041,"42","4"
"68678","G17001900106042",170190106042,"49","4"
"68679","G17001900107011",170190107011,"56","5"
"68680","G17001900107012",170190107012,"46","4"
"68681","G17001900107013",170190107013,"55","5"
"68682","G17001900107021",170190107021,"61","6"
"68683","G17001900107022",170190107022,"63","6"
"68684","G17001900107023",170190107023,"58","5"
"68685","G17001900107024",170190107024,"46","4"
"68686","G17001900108001",170190108001,"83","8"
"68687","G17001900108002",170190108002,"45","4"
"68688","G17001900108003",170190108003,"66","6"
"68689","G17001900108004",170190108004,"60","6"
"68690","G17001900108005",170190108005,"48","4"
"68691","G17001900109011",170190109011,"56","5"
"68692","G17001900109012",170190109012,"44","4"
"68693","G17001900109013",170190109013,"72","7"
"68694","G17001900109014",170190109014,"69","7"
"68695","G17001900109015",170190109015,"32","2"
"68696","G17001900109016",170190109016,"62","6"
"68697","G17001900109017",170190109017,"GQ-PH","GQ-PH"
"68698","G17001900109021",170190109021,"61","6"
"68699","G17001900109022",170190109022,"59","5"
"68700","G17001900109023",170190109023,"71","7"
"68701","G17001900109024",170190109024,"68","7"
"68702","G17001900110011",170190110011,"80","8"
"68703","G17001900110012",170190110012,"80","8"
"68704","G17001900110013",170190110013,"80","8"
"68705","G17001900110021",170190110021,"52","5"
"68706","G17001900110022",170190110022,"59","5"
"68707","G17001900111001",170190111001,"69","7"
"68708","G17001900111002",170190111002,"69","7"
"68709","G17001900111003",170190111003,"69","7"
"68710","G17002109581001",170219581001,"87","9"
"68711","G17002109581002",170219581002,"65","6"
"68712","G17002109581003",170219581003,"76","7"
"68713","G17002109582001",170219582001,"90","9"
"68714","G17002109582002",170219582002,"90","9"
"68715","G17002109582003",170219582003,"84","8"
"68716","G17002109582004",170219582004,"85","9"
"68717","G17002109583001",170219583001,"88","9"
"68718","G17002109583002",170219583002,"92","9"
"68719","G17002109583003",170219583003,"88","9"
"68720","G17002109583004",170219583004,"90","9"
"68721","G17002109584001",170219584001,"81","8"
"68722","G17002109584002",170219584002,"93","10"
"68723","G17002109584003",170219584003,"89","9"
"68724","G17002109584004",170219584004,"89","9"
"68725","G17002109584005",170219584005,"91","9"
"68726","G17002109585001",170219585001,"97","10"
"68727","G17002109585002",170219585002,"94","10"
"68728","G17002109585003",170219585003,"92","9"
"68729","G17002109586001",170219586001,"86","9"
"68730","G17002109586002",170219586002,"49","4"
"68731","G17002109586003",170219586003,"62","6"
"68732","G17002109587001",170219587001,"96","10"
"68733","G17002109587002",170219587002,"91","9"
"68734","G17002109587003",170219587003,"GQ","GQ"
"68735","G17002109587004",170219587004,"69","7"
"68736","G17002109588001",170219588001,"94","10"
"68737","G17002109588002",170219588002,"92","9"
"68738","G17002109588003",170219588003,"90","9"
"68739","G17002109589001",170219589001,"98","10"
"68740","G17002109589002",170219589002,"98","10"
"68741","G17002109589003",170219589003,"96","10"
"68742","G17002109590001",170219590001,"71","7"
"68743","G17002109590002",170219590002,"71","7"
"68744","G17002109590003",170219590003,"79","8"
"68745","G17002109590004",170219590004,"75","7"
"68746","G17002109590005",170219590005,"60","6"
"68747","G17002300601001",170230601001,"69","7"
"68748","G17002300601002",170230601002,"76","7"
"68749","G17002300601003",170230601003,"68","7"
"68750","G17002300601004",170230601004,"70","7"
"68751","G17002300601005",170230601005,"65","6"
"68752","G17002300601006",170230601006,"77","8"
"68753","G17002300602001",170230602001,"73","7"
"68754","G17002300602002",170230602002,"88","9"
"68755","G17002300602003",170230602003,"78","8"
"68756","G17002300602004",170230602004,"89","9"
"68757","G17002300602005",170230602005,"84","8"
"68758","G17002300603001",170230603001,"94","10"
"68759","G17002300603002",170230603002,"94","10"
"68760","G17002300603003",170230603003,"81","8"
"68761","G17002300603004",170230603004,"90","9"
"68762","G17002300603005",170230603005,"92","9"
"68763","G17002300603006",170230603006,"90","9"
"68764","G17002300603007",170230603007,"96","10"
"68765","G17002300604001",170230604001,"94","10"
"68766","G17002300604002",170230604002,"82","8"
"68767","G17002509719001",170259719001,"76","7"
"68768","G17002509719002",170259719002,"73","7"
"68769","G17002509720001",170259720001,"89","9"
"68770","G17002509720002",170259720002,"94","10"
"68771","G17002509720003",170259720003,"85","9"
"68772","G17002509721001",170259721001,"88","9"
"68773","G17002509721002",170259721002,"98","10"
"68774","G17002509721003",170259721003,"83","8"
"68775","G17002509722001",170259722001,"82","8"
"68776","G17002509722002",170259722002,"82","8"
"68777","G17002709001001",170279001001,"37","3"
"68778","G17002709001002",170279001002,"59","5"
"68779","G17002709001003",170279001003,"66","6"
"68780","G17002709001004",170279001004,"63","6"
"68781","G17002709002001",170279002001,"51","5"
"68782","G17002709002002",170279002002,"53","5"
"68783","G17002709003001",170279003001,"65","6"
"68784","G17002709004011",170279004011,"80","8"
"68785","G17002709004031",170279004031,"72","7"
"68786","G17002709004032",170279004032,"78","8"
"68787","G17002709004033",170279004033,"76","7"
"68788","G17002709004034",170279004034,"66","6"
"68789","G17002709004035",170279004035,"70","7"
"68790","G17002709004041",170279004041,"67","6"
"68791","G17002709004042",170279004042,"88","9"
"68792","G17002709005001",170279005001,"GQ","GQ"
"68793","G17002709005002",170279005002,"99","10"
"68794","G17002709005003",170279005003,"90","9"
"68795","G17002709005004",170279005004,"78","8"
"68796","G17002709005005",170279005005,"99","10"
"68797","G17002709006011",170279006011,"62","6"
"68798","G17002709006012",170279006012,"63","6"
"68799","G17002709006021",170279006021,"55","5"
"68800","G17002709006022",170279006022,"65","6"
"68801","G17002709006023",170279006023,"67","6"
"68802","G17002709006024",170279006024,"56","5"
"68803","G17002709006025",170279006025,"54","5"
"68804","G17002900001001",170290001001,"91","9"
"68805","G17002900001002",170290001002,"89","9"
"68806","G17002900001003",170290001003,"81","8"
"68807","G17002900001004",170290001004,"90","9"
"68808","G17002900002001",170290002001,"60","6"
"68809","G17002900002002",170290002002,"53","5"
"68810","G17002900002003",170290002003,"55","5"
"68811","G17002900002004",170290002004,"66","6"
"68812","G17002900002005",170290002005,"59","5"
"68813","G17002900003001",170290003001,"96","10"
"68814","G17002900003002",170290003002,"88","9"
"68815","G17002900003003",170290003003,"94","10"
"68816","G17002900003004",170290003004,"88","9"
"68817","G17002900003005",170290003005,"80","8"
"68818","G17002900004001",170290004001,"98","10"
"68819","G17002900004002",170290004002,"98","10"
"68820","G17002900004003",170290004003,"99","10"
"68821","G17002900005001",170290005001,"87","9"
"68822","G17002900005002",170290005002,"98","10"
"68823","G17002900005003",170290005003,"98","10"
"68824","G17002900005004",170290005004,"97","10"
"68825","G17002900005005",170290005005,"94","10"
"68826","G17002900005006",170290005006,"97","10"
"68827","G17002900006001",170290006001,"67","6"
"68828","G17002900006002",170290006002,"67","6"
"68829","G17002900006003",170290006003,"70","7"
"68830","G17002900006004",170290006004,"90","9"
"68831","G17002900007011",170290007011,"66","6"
"68832","G17002900007012",170290007012,"79","8"
"68833","G17002900007021",170290007021,"92","9"
"68834","G17002900007022",170290007022,"90","9"
"68835","G17002900007023",170290007023,"91","9"
"68836","G17002900008001",170290008001,"GQ","GQ"
"68837","G17002900008002",170290008002,"GQ","GQ"
"68838","G17002900008003",170290008003,"GQ","GQ"
"68839","G17002900009001",170290009001,"58","5"
"68840","G17002900009002",170290009002,"65","6"
"68841","G17002900009003",170290009003,"59","5"
"68842","G17002900010001",170290010001,"93","10"
"68843","G17002900010002",170290010002,"75","7"
"68844","G17002900010003",170290010003,"98","10"
"68845","G17002900011001",170290011001,"97","10"
"68846","G17002900011002",170290011002,"96","10"
"68847","G17002900011003",170290011003,"89","9"
"68848","G17002900012001",170290012001,"89","9"
"68849","G17002900012002",170290012002,"94","10"
"68850","G17002900012003",170290012003,"79","8"
"68851","G17003100101001",170310101001,"44","4"
"68852","G17003100101002",170310101002,"38","3"
"68853","G17003100101003",170310101003,"45","4"
"68854","G17003100102011",170310102011,"69","7"
"68855","G17003100102012",170310102012,"69","7"
"68856","G17003100102013",170310102013,"69","7"
"68857","G17003100102014",170310102014,"69","7"
"68858","G17003100102021",170310102021,"66","6"
"68859","G17003100102022",170310102022,"60","6"
"68860","G17003100103001",170310103001,"45","4"
"68861","G17003100103002",170310103002,"45","4"
"68862","G17003100103003",170310103003,"36","3"
"68863","G17003100103004",170310103004,"55","5"
"68864","G17003100104001",170310104001,"50","4"
"68865","G17003100104002",170310104002,"76","7"
"68866","G17003100104003",170310104003,"GQ","GQ"
"68867","G17003100105011",170310105011,"71","7"
"68868","G17003100105012",170310105012,"75","7"
"68869","G17003100105013",170310105013,"35","3"
"68870","G17003100105021",170310105021,"59","5"
"68871","G17003100105022",170310105022,"43","4"
"68872","G17003100105031",170310105031,"34","3"
"68873","G17003100105032",170310105032,"70","7"
"68874","G17003100106001",170310106001,"57","5"
"68875","G17003100106002",170310106002,"27","2"
"68876","G17003100106003",170310106003,"49","4"
"68877","G17003100106004",170310106004,"67","6"
"68878","G17003100107011",170310107011,"36","3"
"68879","G17003100107012",170310107012,"38","3"
"68880","G17003100107021",170310107021,"67","6"
"68881","G17003100107022",170310107022,"66","6"
"68882","G17003100107023",170310107023,"68","7"
"68883","G17003100107024",170310107024,"64","6"
"68884","G17003100201001",170310201001,"56","5"
"68885","G17003100201002",170310201002,"66","6"
"68886","G17003100202001",170310202001,"27","2"
"68887","G17003100202002",170310202002,"26","2"
"68888","G17003100202003",170310202003,"25","2"
"68889","G17003100202004",170310202004,"30","2"
"68890","G17003100203011",170310203011,"68","7"
"68891","G17003100203012",170310203012,"62","6"
"68892","G17003100203013",170310203013,"19","1"
"68893","G17003100203021",170310203021,"33","3"
"68894","G17003100203022",170310203022,"31","2"
"68895","G17003100203023",170310203023,"35","3"
"68896","G17003100204001",170310204001,"31","2"
"68897","G17003100204002",170310204002,"35","3"
"68898","G17003100204003",170310204003,"46","4"
"68899","G17003100205001",170310205001,"74","7"
"68900","G17003100205002",170310205002,"74","7"
"68901","G17003100205003",170310205003,"74","7"
"68902","G17003100205004",170310205004,"73","7"
"68903","G17003100206011",170310206011,"29","2"
"68904","G17003100206012",170310206012,"48","4"
"68905","G17003100206013",170310206013,"65","6"
"68906","G17003100206021",170310206021,"31","2"
"68907","G17003100206022",170310206022,"24","2"
"68908","G17003100206023",170310206023,"24","2"
"68909","G17003100206024",170310206024,"19","1"
"68910","G17003100207011",170310207011,"24","2"
"68911","G17003100207012",170310207012,"26","2"
"68912","G17003100207021",170310207021,"75","7"
"68913","G17003100207022",170310207022,"50","4"
"68914","G17003100207023",170310207023,"66","6"
"68915","G17003100207024",170310207024,"72","7"
"68916","G17003100208011",170310208011,"40","3"
"68917","G17003100208012",170310208012,"26","2"
"68918","G17003100208013",170310208013,"32","2"
"68919","G17003100208014",170310208014,"39","3"
"68920","G17003100208021",170310208021,"36","3"
"68921","G17003100208022",170310208022,"36","3"
"68922","G17003100208023",170310208023,"36","3"
"68923","G17003100208024",170310208024,"36","3"
"68924","G17003100209011",170310209011,"62","6"
"68925","G17003100209012",170310209012,"72","7"
"68926","G17003100209013",170310209013,"64","6"
"68927","G17003100209021",170310209021,"86","9"
"68928","G17003100209022",170310209022,"87","9"
"68929","G17003100301011",170310301011,"57","5"
"68930","G17003100301012",170310301012,"57","5"
"68931","G17003100301013",170310301013,"57","5"
"68932","G17003100301014",170310301014,"57","5"
"68933","G17003100301021",170310301021,"53","5"
"68934","G17003100301022",170310301022,"57","5"
"68935","G17003100301023",170310301023,"62","6"
"68936","G17003100301031",170310301031,"GQ","GQ"
"68937","G17003100301032",170310301032,"79","8"
"68938","G17003100301041",170310301041,"GQ","GQ"
"68939","G17003100301042",170310301042,"85","9"
"68940","G17003100302001",170310302001,"26","2"
"68941","G17003100302002",170310302002,"33","3"
"68942","G17003100302003",170310302003,"11","1"
"68943","G17003100302004",170310302004,"25","2"
"68944","G17003100303001",170310303001,"37","3"
"68945","G17003100303002",170310303002,"38","3"
"68946","G17003100304001",170310304001,"23","2"
"68947","G17003100304002",170310304002,"16","1"
"68948","G17003100305001",170310305001,"37","3"
"68949","G17003100305002",170310305002,"37","3"
"68950","G17003100305003",170310305003,"39","3"
"68951","G17003100305004",170310305004,"35","3"
"68952","G17003100306011",170310306011,"52","5"
"68953","G17003100306012",170310306012,"55","5"
"68954","G17003100306013",170310306013,"53","5"
"68955","G17003100306031",170310306031,"48","4"
"68956","G17003100306032",170310306032,"50","4"
"68957","G17003100306041",170310306041,"61","6"
"68958","G17003100306042",170310306042,"58","5"
"68959","G17003100306043",170310306043,"70","7"
"68960","G17003100307011",170310307011,"49","4"
"68961","G17003100307021",170310307021,"64","6"
"68962","G17003100307022",170310307022,"64","6"
"68963","G17003100307031",170310307031,"51","5"
"68964","G17003100307032",170310307032,"51","5"
"68965","G17003100307033",170310307033,"51","5"
"68966","G17003100307061",170310307061,"38","3"
"68967","G17003100307062",170310307062,"33","3"
"68968","G17003100308001",170310308001,"24","2"
"68969","G17003100308002",170310308002,"21","1"
"68970","G17003100308003",170310308003,"21","1"
"68971","G17003100308004",170310308004,"21","1"
"68972","G17003100309001",170310309001,"24","2"
"68973","G17003100309002",170310309002,"24","2"
"68974","G17003100309003",170310309003,"24","2"
"68975","G17003100309004",170310309004,"25","2"
"68976","G17003100310001",170310310001,"25","2"
"68977","G17003100310002",170310310002,"23","2"
"68978","G17003100310003",170310310003,"36","3"
"68979","G17003100311001",170310311001,"25","2"
"68980","G17003100311002",170310311002,"26","2"
"68981","G17003100311003",170310311003,"27","2"
"68982","G17003100312001",170310312001,"55","5"
"68983","G17003100312002",170310312002,"65","6"
"68984","G17003100312003",170310312003,"67","6"
"68985","G17003100312004",170310312004,"67","6"
